t_unix_tstamp,t_synth_browser_category,t_synth_page_url,true_match,t_synth_location,r_intent_time
1557418400,1,https://www.ad.nl/ad-werkt/geef-geen-geld-uit-aan-uitjes-laat-werknemers-gamen~a744e105/,TRUE,Nederland,25
1556801571,1,https://www.ad.nl/ad-werkt/geef-geen-geld-uit-aan-uitjes-laat-werknemers-gamen~a744e105/,TRUE,Nederland,110
1557418445,1,https://www.ad.nl/ad-werkt/geef-geen-geld-uit-aan-uitjes-laat-werknemers-gamen~a744e105/,TRUE,Nederland,70
1556801847,2,https://www.ad.nl/ad-werkt/geef-geen-geld-uit-aan-uitjes-laat-werknemers-gamen~a744e105/,FALSE,,386
1556801633,5,https://www.ad.nl/ad-werkt/geef-geen-geld-uit-aan-uitjes-laat-werknemers-gamen~a744e105/,FALSE,Amstenrade,172
1557419504,4,https://www.ad.nl/ad-werkt/geef-geen-geld-uit-aan-uitjes-laat-werknemers-gamen~a744e105/,FALSE,"Holland, Delfshaven",1129
1556808340,3,https://www.ad.nl/ad-werkt/geef-geen-geld-uit-aan-uitjes-laat-werknemers-gamen~a744e105/,FALSE,,999
1557241601,4,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,TRUE,Nederland,310
1557731926,1,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,TRUE,The Hague,310
1556870956,4,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,TRUE,Den Helder,60
1557654893,2,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,TRUE,Rotterdam,55
1557241610,4,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,FALSE,the hague,319
1557545834,5,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,FALSE,Nederland,838
1556919150,5,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,FALSE,"51.933629,4.420031",1224
1556717287,5,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,FALSE,Dordrecht,782
1556918079,1,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,FALSE,N 52°0' 0'' / E 5°10' 0'',153
1556871380,2,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,FALSE,Rotterdam,484
1557738896,5,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,FALSE,Weststellingwerf,686
1557545666,4,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,FALSE,Amersfoort,670
1557042297,2,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,FALSE,Reeuwijk Brug,121
1556871530,5,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,FALSE,"Amsterdam, The Netherlands",634
1557310390,1,https://www.ad.nl/ad-werkt/google-for-jobs-komt-eraan-vijf-tips-om-jouw-vacaturetekst-op-te-laten-vallen~a64900f2/,FALSE,,816
1557538087,4,https://www.ad.nl/ad-werkt/google-for-jobs-komt-eraan-vijf-tips-om-jouw-vacaturetekst-op-te-laten-vallen~a64900f2/,FALSE,Zaanstad,284
1557816439,4,https://www.ad.nl/ad-werkt/heb-je-ook-van-die-collega-s-waarvan-je-denkt-wat-doen-die-de-hele-dag~ac99751d/,TRUE,Nederland,0
1557816788,1,https://www.ad.nl/ad-werkt/heb-je-ook-van-die-collega-s-waarvan-je-denkt-wat-doen-die-de-hele-dag~ac99751d/,FALSE,Schiedam,349
1556810893,1,https://www.ad.nl/ad-werkt/heb-je-ook-van-die-collega-s-waarvan-je-denkt-wat-doen-die-de-hele-dag~ac99751d/,FALSE,Nederland,98
1557008018,4,https://www.ad.nl/ad-werkt/heb-je-ook-van-die-collega-s-waarvan-je-denkt-wat-doen-die-de-hele-dag~ac99751d/,FALSE,"Arnhem, Gelderland",568
1557816810,5,https://www.ad.nl/ad-werkt/heb-je-ook-van-die-collega-s-waarvan-je-denkt-wat-doen-die-de-hele-dag~ac99751d/,FALSE,RT =/= instemming,371
1556811214,2,https://www.ad.nl/ad-werkt/heb-je-ook-van-die-collega-s-waarvan-je-denkt-wat-doen-die-de-hele-dag~ac99751d/,FALSE,"Heerhugowaard, Noord-Holland",419
1556811614,2,https://www.ad.nl/ad-werkt/heb-je-ook-van-die-collega-s-waarvan-je-denkt-wat-doen-die-de-hele-dag~ac99751d/,FALSE,Nederland,819
1557844124,3,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,TRUE,Nederland,105
1557859391,1,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,TRUE,Nederland,60
1557859860,5,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,"Feijenoord, Rotterdam",529
1557844829,3,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,"Capelle aan den IJssel, Nederland",810
1556685700,1,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,"Sterksel, Heeze-Leende",581
1556685447,4,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,Nederland,328
1556918853,1,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,"Rotterdam, Nederland",209
1557238518,4,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,Nederland,1136
1557844883,1,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,"Eindhoven, Noord-Brabant",864
1557845056,4,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,,1037
1556919009,3,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,,365
1556896463,5,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,Rotterdam,457
1557251292,5,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,,1208
1556877435,5,https://www.ad.nl/ad-werkt/hier-testen-ze-hoe-goed-sollicitanten-tegen-stress-kunnen~a8fddb67/,FALSE,Nederland,791
1556817769,5,https://www.ad.nl/ad-werkt/horlogemaker-michiel-28-is-succesvol-met-ontwerpen-uit-de-3d-printer~a6ebe6f5/,FALSE,"Rotterdam, The Netherlands",217
1557432273,3,https://www.ad.nl/ad-werkt/ik-vraag-of-haar-zoon-zelf-naar-de-wc-kan-oh-geen-zorgen-hoor-zegt-de-moeder-ik-ga-mee~a20fcea4/,TRUE,Nederland,25
1556953974,3,https://www.ad.nl/ad-werkt/ik-vraag-of-haar-zoon-zelf-naar-de-wc-kan-oh-geen-zorgen-hoor-zegt-de-moeder-ik-ga-mee~a20fcea4/,TRUE,Nederland,0
1557239892,1,https://www.ad.nl/ad-werkt/ik-vraag-of-haar-zoon-zelf-naar-de-wc-kan-oh-geen-zorgen-hoor-zegt-de-moeder-ik-ga-mee~a20fcea4/,FALSE,deventer,459
1556954719,1,https://www.ad.nl/ad-werkt/ik-vraag-of-haar-zoon-zelf-naar-de-wc-kan-oh-geen-zorgen-hoor-zegt-de-moeder-ik-ga-mee~a20fcea4/,FALSE,,745
1557221548,2,https://www.ad.nl/ad-werkt/ik-vraag-of-haar-zoon-zelf-naar-de-wc-kan-oh-geen-zorgen-hoor-zegt-de-moeder-ik-ga-mee~a20fcea4/,FALSE,Den Haag,1203
1557048754,4,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,TRUE,Nederland,30
1556983669,1,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,TRUE,Nederland,225
1557522136,1,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,TRUE,Nederland,0
1557523179,5,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,,1043
1557824512,4,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,"Rotterdam, Nederland",1226
1557824498,4,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,"Heemstede, Nederland",1212
1557775239,2,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,,1205
1557049324,4,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,Nederland,600
1556983982,5,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,,538
1557252859,5,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,The Netherlands,666
1557347911,2,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,,371
1556983808,5,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,"Utrecht, Holland",364
1557408322,1,https://www.ad.nl/ad-werkt/je-baas-een-beoordeling-geven-bij-dit-bedrijf-kan-het~a9157ed7/,FALSE,"Groningen, Nederland",560
1557751445,4,https://www.ad.nl/ad-werkt/je-liefde-voor-ajax-combineren-met-werk-dat-kan-met-deze-baan~a6289af0/,FALSE,Brasschaat,1190
1556828912,5,https://www.ad.nl/ad-werkt/je-liefde-voor-ajax-combineren-met-werk-dat-kan-met-deze-baan~a6289af0/,FALSE,Leiden,101
1556829283,4,https://www.ad.nl/ad-werkt/je-liefde-voor-ajax-combineren-met-werk-dat-kan-met-deze-baan~a6289af0/,FALSE,Zwijndrecht,472
1557602266,4,https://www.ad.nl/ad-werkt/jonge-agent-en-leraar-hebben-streepje-voor-in-gouda~ac7dddd2/,TRUE,Nederland,45
1557235980,2,https://www.ad.nl/ad-werkt/jonge-agent-en-leraar-hebben-streepje-voor-in-gouda~ac7dddd2/,TRUE,Venlo,45
1557271358,2,https://www.ad.nl/ad-werkt/jonge-agent-en-leraar-hebben-streepje-voor-in-gouda~ac7dddd2/,FALSE,"Utrecht, Nederland",1088
1557270678,2,https://www.ad.nl/ad-werkt/jonge-agent-en-leraar-hebben-streepje-voor-in-gouda~ac7dddd2/,FALSE,www.deelditbericht.nl,408
1556725324,1,https://www.ad.nl/ad-werkt/jonge-agent-en-leraar-hebben-streepje-voor-in-gouda~ac7dddd2/,FALSE,"51.933629,4.420031",425
1557236422,1,https://www.ad.nl/ad-werkt/jonge-agent-en-leraar-hebben-streepje-voor-in-gouda~ac7dddd2/,FALSE,Alphen / Gouda / Woerden,388
1557812793,4,https://www.ad.nl/ad-werkt/jonge-agent-en-leraar-hebben-streepje-voor-in-gouda~ac7dddd2/,FALSE,Arnhem,1138
1556794639,1,https://www.ad.nl/ad-werkt/machine-operator-nick-28-als-ik-30-word-wil-ik-3000-euro-bruto-verdienen~a513e1d4/,TRUE,Nederland,10
1556799483,4,https://www.ad.nl/ad-werkt/machine-operator-nick-28-als-ik-30-word-wil-ik-3000-euro-bruto-verdienen~a513e1d4/,FALSE,den haag,412
1557201362,4,https://www.ad.nl/ad-werkt/machine-operator-nick-28-als-ik-30-word-wil-ik-3000-euro-bruto-verdienen~a513e1d4/,FALSE,holland,1071
1557377921,1,https://www.ad.nl/ad-werkt/medewerkers-van-autofabrikant-volvo-krijgen-zes-maanden-betaald-ouderschapsverlof~ae6b5a66/,TRUE,Rotterdam,10
1557244174,2,https://www.ad.nl/ad-werkt/mensen-slimmer-dan-dieren-echt-niet-dit-kunnen-we-van-ze-leren~a6a9123f/,TRUE,Nederland,5
1557520566,4,https://www.ad.nl/ad-werkt/mensen-slimmer-dan-dieren-echt-niet-dit-kunnen-we-van-ze-leren~a6a9123f/,FALSE,Brabander in de Randstad,1031
1556786221,1,https://www.ad.nl/ad-werkt/mensen-slimmer-dan-dieren-echt-niet-dit-kunnen-we-van-ze-leren~a6a9123f/,FALSE,"appingedam, netherlands",106
1557244428,5,https://www.ad.nl/ad-werkt/mensen-slimmer-dan-dieren-echt-niet-dit-kunnen-we-van-ze-leren~a6a9123f/,FALSE,Amersfoort,259
1556830335,2,https://www.ad.nl/ad-werkt/nep-stages-te-weinig-loon-meer-oneerlijke-praktijken-op-de-werkvloer~af1a5de1/,FALSE,,515
1556736784,3,https://www.ad.nl/ad-werkt/opnieuw-veel-stakingen-in-2018-we-zien-dat-actievoeren-loont-br~ade3143a/,TRUE,Nederland,15
1556737625,5,https://www.ad.nl/ad-werkt/opnieuw-veel-stakingen-in-2018-we-zien-dat-actievoeren-loont-br~ade3143a/,FALSE,Rotterdam,856
1557598185,4,https://www.ad.nl/ad-werkt/opnieuw-veel-stakingen-in-2018-we-zien-dat-actievoeren-loont-br~ade3143a/,FALSE,,227
1557598962,4,https://www.ad.nl/ad-werkt/opnieuw-veel-stakingen-in-2018-we-zien-dat-actievoeren-loont-br~ade3143a/,FALSE,Rotterdam,1004
1557655203,4,https://www.ad.nl/ad-werkt/opnieuw-veel-stakingen-in-2018-we-zien-dat-actievoeren-loont-br~ade3143a/,FALSE,Dinteloord - The Netherlands,186
1556737193,1,https://www.ad.nl/ad-werkt/opnieuw-veel-stakingen-in-2018-we-zien-dat-actievoeren-loont-br~ade3143a/,FALSE,Rotterdam,424
1557598326,1,https://www.ad.nl/ad-werkt/opnieuw-veel-stakingen-in-2018-we-zien-dat-actievoeren-loont-br~ade3143a/,FALSE,,368
1557599058,1,https://www.ad.nl/ad-werkt/opnieuw-veel-stakingen-in-2018-we-zien-dat-actievoeren-loont-br~ade3143a/,FALSE,"Bonn, Deutschland",1100
1556737347,2,https://www.ad.nl/ad-werkt/opnieuw-veel-stakingen-in-2018-we-zien-dat-actievoeren-loont-br~ade3143a/,FALSE,The Netherlands,578
1557509398,1,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,TRUE,Nederland,5
1557598206,3,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,TRUE,Nederland,155
1556684530,4,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,TRUE,Nederland,15
1557592050,3,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,FALSE,Zwolle NL,962
1557780572,4,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,FALSE,"Onze Veluwe, Heerde",1023
1556790285,5,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,FALSE,,1179
1557510526,1,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,FALSE,"Holland, Delfshaven",1133
1557741736,1,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,FALSE,Hollandscheveld,316
1556758752,1,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,FALSE,,311
1556790265,1,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,FALSE,Netherlands,1159
1556684793,4,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,FALSE,,278
1556758737,5,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,FALSE,"Utrecht, Holland",296
1557650347,1,https://www.ad.nl/ad-werkt/pretparken-leunen-op-seizoenskrachten-maar-die-moeten-vaak-weg-br~a1e2883e/,TRUE,Nederland,30
1557651145,1,https://www.ad.nl/ad-werkt/pretparken-leunen-op-seizoenskrachten-maar-die-moeten-vaak-weg-br~a1e2883e/,FALSE,Delft,828
1557650393,5,https://www.ad.nl/ad-werkt/pretparken-leunen-op-seizoenskrachten-maar-die-moeten-vaak-weg-br~a1e2883e/,FALSE,,76
1556961771,4,https://www.ad.nl/ad-werkt/sollicitatiegesprek-in-een-luchtballon-kandidaten-komen-niet-met-concurrenten-in-de-mand~ae37c91a/,FALSE,,302
1556814382,5,https://www.ad.nl/ad-werkt/sollicitatiegesprek-in-een-luchtballon-kandidaten-komen-niet-met-concurrenten-in-de-mand~ae37c91a/,FALSE,,50
1557863556,4,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,TRUE,Nederland,60
1557642658,3,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,TRUE,Steenbergen,0
1557082954,1,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,TRUE,Nederland,210
1557642658,3,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,TRUE,Nederland,0
1557484549,4,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,TRUE,Nederland,45
1556780565,4,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,TRUE,Leidschendam,25
1557864421,5,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,FALSE,Zoetermeer,925
1557082810,3,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,FALSE,,66
1556755072,5,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,FALSE,,339
1557082798,4,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,FALSE,Rotterdam,54
1557484668,4,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,FALSE,Leiden,164
1557768961,4,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,FALSE,,675
1557652742,4,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,FALSE,Delft,19
1557484880,4,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,FALSE,"Gouda, Nederland",376
1556780955,4,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,FALSE,Rotterdam,415
1557864563,3,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,FALSE,,1067
1557651368,1,https://www.ad.nl/ad-werkt/taboe-rond-salarissen-alleen-werkgevers-en-opdrachtgevers-hebben-daar-iets-aan~a41c8158/,TRUE,Nederland,30
1557646424,2,https://www.ad.nl/ad-werkt/tekorten-in-techniek-blijven-groot-bedrijven-werven-vaker-in-het-buitenland~a71eba09/,TRUE,Nederland,70
1557646399,2,https://www.ad.nl/ad-werkt/tekorten-in-techniek-blijven-groot-bedrijven-werven-vaker-in-het-buitenland~a71eba09/,TRUE,Wijk bij Duurstede,45
1557618006,4,https://www.ad.nl/ad-werkt/tekorten-in-techniek-blijven-groot-bedrijven-werven-vaker-in-het-buitenland~a71eba09/,FALSE,Earth,1108
1557846483,5,https://www.ad.nl/ad-werkt/tekorten-in-techniek-blijven-groot-bedrijven-werven-vaker-in-het-buitenland~a71eba09/,FALSE,Amsterdam,290
1557617577,4,https://www.ad.nl/ad-werkt/tekorten-in-techniek-blijven-groot-bedrijven-werven-vaker-in-het-buitenland~a71eba09/,FALSE,Almere,679
1557846525,1,https://www.ad.nl/ad-werkt/tekorten-in-techniek-blijven-groot-bedrijven-werven-vaker-in-het-buitenland~a71eba09/,FALSE,Dordrecht,332
1557352143,4,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,TRUE,Zoetermeer,105
1557352083,4,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,TRUE,Nederland,45
1557353170,4,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,FALSE,"Amsterdam, Nederland",1132
1557081929,3,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,FALSE,,1213
1556884114,1,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,FALSE,United Kingdom,1057
1557410934,3,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,TRUE,Nederland,160
1556809679,1,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,,789
1557214904,4,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,,598
1557056006,1,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,Nederland,176
1557056196,4,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,,366
