t_unix_tstamp,t_synth_browser_category,t_synth_page_url,true_match,t_synth_location,r_intent_time,,
1557316569,1,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,FALSE,Nederland,961,,
1557670608,4,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,TRUE,Nederland,175,,
1557070744,5,https://www.ad.nl/ad-werkt/google-for-jobs-komt-eraan-vijf-tips-om-jouw-vacaturetekst-op-te-laten-vallen~a64900f2/,FALSE,"Van Galenbuurt, Amsterdam",449,,
1557070972,4,https://www.ad.nl/ad-werkt/google-for-jobs-komt-eraan-vijf-tips-om-jouw-vacaturetekst-op-te-laten-vallen~a64900f2/,FALSE,Amersfoort,677,,
1557601462,3,https://www.ad.nl/ad-werkt/google-for-jobs-komt-eraan-vijf-tips-om-jouw-vacaturetekst-op-te-laten-vallen~a64900f2/,FALSE,"Rotterdam, Nederland",246,,
1557238941,5,https://www.ad.nl/ad-werkt/heb-je-ook-van-die-collega-s-waarvan-je-denkt-wat-doen-die-de-hele-dag~ac99751d/,FALSE,,72,,
1557323864,4,https://www.ad.nl/ad-werkt/heb-je-ook-van-die-collega-s-waarvan-je-denkt-wat-doen-die-de-hele-dag~ac99751d/,TRUE,Zeist,15,,
1557508225,3,https://www.ad.nl/ad-werkt/heb-je-ook-van-die-collega-s-waarvan-je-denkt-wat-doen-die-de-hele-dag~ac99751d/,TRUE,Nederland,110,,
1557509205,3,https://www.ad.nl/ad-werkt/heb-je-ook-van-die-collega-s-waarvan-je-denkt-wat-doen-die-de-hele-dag~ac99751d/,TRUE,Nederland,1090,,
1557721299,5,https://www.ad.nl/ad-werkt/heb-je-ook-van-die-collega-s-waarvan-je-denkt-wat-doen-die-de-hele-dag~ac99751d/,FALSE,Netherlands,914,,
1556775291,2,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,,929,,
1557343161,5,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,zeist,859,,
1557489386,2,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,Friesland,139,,
1557489547,1,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,TRUE,Nederland,300,,
1557524286,3,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,TRUE,Nederland,365,,
1557556813,5,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,Rotterdam,819,,
1557557009,1,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,TRUE,Nederland,1015,,
1557851403,3,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,Nederland,189,,
1557852347,5,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,Sneek,1133,,
1557852696,2,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,TRUE,Nederland,655,,
1557853147,4,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,FALSE,"Valeriusbuurt, Capelle aan den IJssel",1106,,
1556708030,4,https://www.ad.nl/ad-werkt/hier-testen-ze-hoe-goed-sollicitanten-tegen-stress-kunnen~a8fddb67/,FALSE,St. Oedenrode,45,,
1556708395,4,https://www.ad.nl/ad-werkt/hier-testen-ze-hoe-goed-sollicitanten-tegen-stress-kunnen~a8fddb67/,FALSE,Joure,410,,
1556708695,1,https://www.ad.nl/ad-werkt/hier-testen-ze-hoe-goed-sollicitanten-tegen-stress-kunnen~a8fddb67/,FALSE,Zwolle,710,,
1556709133,2,https://www.ad.nl/ad-werkt/hier-testen-ze-hoe-goed-sollicitanten-tegen-stress-kunnen~a8fddb67/,FALSE,,1148,,
1557660904,1,https://www.ad.nl/ad-werkt/hoe-we-meer-ontspannen-door-het-knuffelen-van-een-kantoor-hond~aae0798d/,TRUE,Nederland,0,,
1557353928,4,https://www.ad.nl/ad-werkt/ik-vraag-of-haar-zoon-zelf-naar-de-wc-kan-oh-geen-zorgen-hoor-zegt-de-moeder-ik-ga-mee~a20fcea4/,FALSE,,168,,
1557353963,5,https://www.ad.nl/ad-werkt/ik-vraag-of-haar-zoon-zelf-naar-de-wc-kan-oh-geen-zorgen-hoor-zegt-de-moeder-ik-ga-mee~a20fcea4/,FALSE,Veenendaal,203,,
1556740249,5,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,zeist,1116,,
1556747665,1,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,TRUE,Nederland,150,,
1556803749,3,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,TRUE,Nederland,10,,
1556803949,2,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,,210,,
1557262020,2,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,,196,,
1557262049,3,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,TRUE,Roosendaal,225,,
1557262339,4,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,FALSE,Nederland,515,,
1557832236,1,https://www.ad.nl/ad-werkt/jack-ma-van-alibaba-spoort-personeel-tijdens-bruiloft-aan-om-seksmarathons-te-hebben~a85ab4fd/,TRUE,Nederland,705,,
1557497791,2,https://www.ad.nl/ad-werkt/je-baas-een-beoordeling-geven-bij-dit-bedrijf-kan-het~a9157ed7/,FALSE,,594,,
1556867797,1,https://www.ad.nl/ad-werkt/je-liefde-voor-ajax-combineren-met-werk-dat-kan-met-deze-baan~a6289af0/,FALSE,Everywhere😎🤠,571,,
1557774248,2,https://www.ad.nl/ad-werkt/je-liefde-voor-ajax-combineren-met-werk-dat-kan-met-deze-baan~a6289af0/,FALSE,,594,,
1557774773,4,https://www.ad.nl/ad-werkt/je-liefde-voor-ajax-combineren-met-werk-dat-kan-met-deze-baan~a6289af0/,FALSE,"51.933629,4.420031",1119,,
1556779841,4,https://www.ad.nl/ad-werkt/jonge-agent-en-leraar-hebben-streepje-voor-in-gouda~ac7dddd2/,TRUE,Nederland,15,,
1556779951,4,https://www.ad.nl/ad-werkt/jonge-agent-en-leraar-hebben-streepje-voor-in-gouda~ac7dddd2/,TRUE,Nederland,125,,
1556780236,4,https://www.ad.nl/ad-werkt/jonge-agent-en-leraar-hebben-streepje-voor-in-gouda~ac7dddd2/,TRUE,Nederland,410,,
1557416842,3,https://www.ad.nl/ad-werkt/jonge-agent-en-leraar-hebben-streepje-voor-in-gouda~ac7dddd2/,FALSE,,502,,
1556740279,4,https://www.ad.nl/ad-werkt/machine-operator-nick-28-als-ik-30-word-wil-ik-3000-euro-bruto-verdienen~a513e1d4/,FALSE,nederland..,1229,,
1557298675,1,https://www.ad.nl/ad-werkt/machine-operator-nick-28-als-ik-30-word-wil-ik-3000-euro-bruto-verdienen~a513e1d4/,FALSE,Nederland,587,,
1557299281,4,https://www.ad.nl/ad-werkt/machine-operator-nick-28-als-ik-30-word-wil-ik-3000-euro-bruto-verdienen~a513e1d4/,FALSE,Rotterdam,1193,,
1557818739,4,https://www.ad.nl/ad-werkt/machine-operator-nick-28-als-ik-30-word-wil-ik-3000-euro-bruto-verdienen~a513e1d4/,TRUE,Nederland,5,,
1557818786,5,https://www.ad.nl/ad-werkt/machine-operator-nick-28-als-ik-30-word-wil-ik-3000-euro-bruto-verdienen~a513e1d4/,FALSE,Den Haag,52,,
1557819440,2,https://www.ad.nl/ad-werkt/machine-operator-nick-28-als-ik-30-word-wil-ik-3000-euro-bruto-verdienen~a513e1d4/,FALSE,Rotterdam -  IJsselmonde,706,,
1556957656,5,https://www.ad.nl/ad-werkt/medewerkers-van-autofabrikant-volvo-krijgen-zes-maanden-betaald-ouderschapsverlof~ae6b5a66/,FALSE,"Lith, Oss",370,,
1556958244,5,https://www.ad.nl/ad-werkt/medewerkers-van-autofabrikant-volvo-krijgen-zes-maanden-betaald-ouderschapsverlof~ae6b5a66/,FALSE,,958,,
1556694598,2,https://www.ad.nl/ad-werkt/mensen-slimmer-dan-dieren-echt-niet-dit-kunnen-we-van-ze-leren~a6a9123f/,FALSE,Amsterdam,93,,
1557070978,4,https://www.ad.nl/ad-werkt/mensen-slimmer-dan-dieren-echt-niet-dit-kunnen-we-van-ze-leren~a6a9123f/,TRUE,Nederland,5,,
1557071212,4,https://www.ad.nl/ad-werkt/mensen-slimmer-dan-dieren-echt-niet-dit-kunnen-we-van-ze-leren~a6a9123f/,FALSE,,239,,
1557071386,2,https://www.ad.nl/ad-werkt/mensen-slimmer-dan-dieren-echt-niet-dit-kunnen-we-van-ze-leren~a6a9123f/,FALSE,Amersfoort - Apeldoorn,413,,
1557071653,4,https://www.ad.nl/ad-werkt/mensen-slimmer-dan-dieren-echt-niet-dit-kunnen-we-van-ze-leren~a6a9123f/,FALSE,Odijk,680,,
1557072176,4,https://www.ad.nl/ad-werkt/mensen-slimmer-dan-dieren-echt-niet-dit-kunnen-we-van-ze-leren~a6a9123f/,FALSE,Voorburg,1203,,
1557295665,4,https://www.ad.nl/ad-werkt/mensen-slimmer-dan-dieren-echt-niet-dit-kunnen-we-van-ze-leren~a6a9123f/,FALSE,Spain,1024,,
1556886699,4,https://www.ad.nl/ad-werkt/nep-stages-te-weinig-loon-meer-oneerlijke-praktijken-op-de-werkvloer~af1a5de1/,FALSE,,469,,
1557512023,1,https://www.ad.nl/ad-werkt/nep-stages-te-weinig-loon-meer-oneerlijke-praktijken-op-de-werkvloer~af1a5de1/,TRUE,Nederland,5,,
1557512114,4,https://www.ad.nl/ad-werkt/nep-stages-te-weinig-loon-meer-oneerlijke-praktijken-op-de-werkvloer~af1a5de1/,FALSE,Rotterdam,96,,
1557512176,3,https://www.ad.nl/ad-werkt/nep-stages-te-weinig-loon-meer-oneerlijke-praktijken-op-de-werkvloer~af1a5de1/,FALSE,"Rotterdam, Nederland",158,,
1557420893,3,https://www.ad.nl/ad-werkt/op-een-briefje-bij-de-printer-stonden-alle-salarissen-ik-bleek-het-slechtst-betaald-te-krijgen~a79f9376/,TRUE,Nederland,310,,
1557421028,5,https://www.ad.nl/ad-werkt/op-een-briefje-bij-de-printer-stonden-alle-salarissen-ik-bleek-het-slechtst-betaald-te-krijgen~a79f9376/,FALSE,,445,,
1557511659,5,https://www.ad.nl/ad-werkt/opnieuw-veel-stakingen-in-2018-we-zien-dat-actievoeren-loont-br~ade3143a/,FALSE,Den Haag,168,,
1556730856,5,https://www.ad.nl/ad-werkt/optimistisch-plannen-op-papier-past-het-net-in-de-praktijk-lukt-het-nooit~a400b95c/,FALSE,Rotterdam -  IJsselmonde,575,,
1557596326,4,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,FALSE,Den Haag,503,,
1557843176,1,https://www.ad.nl/ad-werkt/politie-zoekt-komende-zeven-jaar-17-000-nieuwe-agenten~a8a0628b/,FALSE,Utrecht,130,,
1557639757,1,https://www.ad.nl/ad-werkt/pretparken-leunen-op-seizoenskrachten-maar-die-moeten-vaak-weg-br~a1e2883e/,TRUE,Nederland,5,,
1557639825,4,https://www.ad.nl/ad-werkt/pretparken-leunen-op-seizoenskrachten-maar-die-moeten-vaak-weg-br~a1e2883e/,FALSE,Nederland,73,,
1557052967,4,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,TRUE,Nederland,30,,
1557633474,1,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,TRUE,Nederland,20,,
1557761396,1,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,FALSE,Veenendaal,563,,
1557761610,4,https://www.ad.nl/ad-werkt/stoppen-met-sociale-media-maakt-gelukkiger-en-productiever~acc060df/,FALSE,Laslău Mare,777,,
1556703964,4,https://www.ad.nl/ad-werkt/tekorten-in-techniek-blijven-groot-bedrijven-werven-vaker-in-het-buitenland~a71eba09/,FALSE,"Dorp Warnsveld, Zutphen",1042,,
1557309037,1,https://www.ad.nl/ad-werkt/tekorten-in-techniek-blijven-groot-bedrijven-werven-vaker-in-het-buitenland~a71eba09/,TRUE,Nederland,175,,
1557823478,5,https://www.ad.nl/ad-werkt/tekorten-in-techniek-blijven-groot-bedrijven-werven-vaker-in-het-buitenland~a71eba09/,FALSE,"Den Haag, Nederland",954,,
1557823724,4,https://www.ad.nl/ad-werkt/tekorten-in-techniek-blijven-groot-bedrijven-werven-vaker-in-het-buitenland~a71eba09/,FALSE,Nederland,1200,,
1556831745,4,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,FALSE,Nederland,514,,
1556896235,4,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,FALSE,,776,,
1557226140,4,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,FALSE,,187,,
1557295459,4,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,FALSE,,279,,
1557295919,4,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,FALSE,"Heerde, Nederland",739,,
1557300186,1,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,FALSE,Rijswijk,1143,,
1557392444,3,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,FALSE,regio Utrecht,275,,
1557857691,3,https://www.ad.nl/ad-werkt/van-belastingdienst-naar-baan-in-de-zorg-vier-vrouwen-over-hun-overstap~af15a67d/,TRUE,Nederland,1145,,
1556725740,1,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,Baexem,343,,
1556865539,4,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,NBr.,487,,
1557049530,2,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,TRUE,Nederland,410,,
1557049750,2,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,TRUE,Nederland,630,,
1557049869,3,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,,749,,
1557410462,3,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,TRUE,Nederland,270,,
1557411369,2,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,,1177,,
1557693354,2,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,Nederland,666,,
1557693680,3,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,,992,,
1557693905,2,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,Nederland,1217,,
1557856545,4,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,Bornerbroek/Enschede/Hengelo,506,,
1557857069,5,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,FALSE,,1030,,
1556804120,4,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,Nederland,145,,
1556812001,1,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,NL,686,,
1556871307,4,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,TRUE,Nederland,150,,
1556872043,2,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,"Utrecht, The Netherlands",886,,
1557067050,5,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,"Den Haag, Nederland",1128,,
1557080197,4,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,TRUE,Nederland,75,,
1557213828,5,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,Amersfoort,746,,
1557213852,5,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,,770,,
1557214575,5,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,,880,,
1557249003,4,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,Groenekan,992,,
1557271552,2,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,The Netherlands,422,,
1557271818,5,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,"Beilen, Midden-Drenthe",688,,
1557310072,4,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,Deventer,162,,
1557341380,1,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,TRUE,Nederland,10,,
1557341640,1,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,TRUE,Nederland,270,,
1557341775,4,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,"Schiedam, The Netherlands",405,,
1557435475,1,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,,776,,
1557437680,1,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,TRUE,Nederland,450,,
1557438356,5,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,,1126,,
1557518229,5,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,"Zuid-Holland, Nederland",38,,
1557518381,1,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,TRUE,Nederland,190,,
1557552540,2,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,Rhenen,502,,
1557561400,1,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,Amsterdam - Netherlands,455,,
1557562110,1,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,TRUE,Nederland,1165,,
1557562173,5,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,Wonderland,1228,,
1557670230,1,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,TRUE,Voorburg,210,,
1557696801,1,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,TRUE,Nederland,215,,
1557767716,4,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,"Vredenburg 24, Utrecht",459,,
1557830598,1,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,TRUE,Nederland,35,,
1557853347,2,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,TRUE,Nederland,430,,
1557853457,2,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,TRUE,Nederland,540,,
1557853814,4,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,FALSE,The Netherlands,897,,
1556967985,1,https://www.ad.nl/ad-werkt/waarom-bedrijven-ook-huidige-medewerkers-steeds-vaker-testen-op-hun-motivatie~a62c4627/,FALSE,Nederland,519,,
1557231398,1,https://www.ad.nl/ad-werkt/waarom-bedrijven-ook-huidige-medewerkers-steeds-vaker-testen-op-hun-motivatie~a62c4627/,FALSE,www.deelditbericht.nl,945,,
1557239689,1,https://www.ad.nl/ad-werkt/waarom-bedrijven-ook-huidige-medewerkers-steeds-vaker-testen-op-hun-motivatie~a62c4627/,FALSE,"nijmegen, the netherlands",157,,
1557240293,2,https://www.ad.nl/ad-werkt/waarom-bedrijven-ook-huidige-medewerkers-steeds-vaker-testen-op-hun-motivatie~a62c4627/,FALSE,Groningen,761,,
1557392693,2,https://www.ad.nl/ad-werkt/waarom-bedrijven-ook-huidige-medewerkers-steeds-vaker-testen-op-hun-motivatie~a62c4627/,FALSE,"Hendrik-Ido-Ambacht, Nederland",1167,,
1557785511,3,https://www.ad.nl/ad-werkt/wereld-van-de-reclamemuziek-groeit-beeld-en-geluid-bij-elkaar-zetten-is-echt-een-vak-apart~a4ac427e/,TRUE,Nederland,5,,
1557785586,3,https://www.ad.nl/ad-werkt/wereld-van-de-reclamemuziek-groeit-beeld-en-geluid-bij-elkaar-zetten-is-echt-een-vak-apart~a4ac427e/,TRUE,Nederland,80,,
1557785656,3,https://www.ad.nl/ad-werkt/wereld-van-de-reclamemuziek-groeit-beeld-en-geluid-bij-elkaar-zetten-is-echt-een-vak-apart~a4ac427e/,TRUE,Nederland,150,,
